filters,patience,window_size,brand_train_samples,brand_test_samples,brand_train_f1,brand_test_f1,test_language
10,5,5,8084,31,0.9789687694962865,0.9850847013883449,pl
10,5,5,8106,9,0.9910996468792861,0.9745558745022265,nl
10,5,5,8069,46,0.9875109499243389,0.9535091006065628,fr
10,5,5,3647,4468,0.9928152935800207,0.8866085564402957,en
10,5,5,4610,3505,0.9869426485938992,0.961508365123227,de
10,5,5,8059,56,0.9842239423402928,1.0,ca
