filters,patience,window_size,brand_train_samples,brand_test_samples,brand_train_f1,brand_test_f1,test_language
10,1,5,34,16,0.9845164375239612,0.594160855700967,en
10,1,5,16,34,0.792108077619863,0.6530200247891078,de
